label	step	query	ms	rows	note
sort-sample	1-r2	Patient?family:exact=Smith	0	0	
sort-sample	1-r2	_id=<big patient>	2	1	
sort-sample	1-r2	searchCount subject=big	11	48554	
sort-sample	2-plan	token code	0	0	SEARCH token_search_parameters USING COVERING INDEX idx_token_search_parameters_value_cover (resource_type=? AND search_name=? AND token_value=?)
sort-sample	2-plan	reference subject	0	0	SEARCH reference_search_parameters USING COVERING INDEX idx_reference_search_parameters_target_cover (resource_type=? AND search_name=? AND reference_resource_type=? AND reference_id_part=?)
sort-sample	2-plan	date range	0	0	SEARCH date_search_parameters USING COVERING INDEX idx_date_search_parameters_low_cover (resource_type=? AND search_name=? AND date_value>?) | USE TEMP B-TREE FOR DISTINCT
sort-sample	2-plan	string starts-with LIKE	0	0	SEARCH string_search_parameters USING INDEX idx_string_search_parameters_owner (resource_type=?)
sort-sample	2-plan	string starts-with range	0	0	SEARCH string_search_parameters USING COVERING INDEX idx_string_search_parameters_value_cover (resource_type=? AND search_name=? AND string_value>? AND string_value<?) | USE TEMP B-TREE FOR DISTINCT
sort-sample	2-plan	type page	0	0	SEARCH resources USING INDEX idx_resources_type_updated (resource_type=?)
sort-sample	2-plan	last_updated range	0	0	SEARCH resources USING INDEX idx_resources_type_updated (resource_type=? AND last_updated>?)
sort-sample	2-plan	owner delete	0	0	SEARCH token_search_parameters USING INDEX idx_token_search_parameters_owner (resource_type=? AND id=?)
sort-sample	3-size	db bytes	0	0	6947524608
sort-sample	3-dbstat	resources_history	0	0	1069707264
sort-sample	3-dbstat	resources	0	0	1069318144
sort-sample	3-dbstat	token_search_parameters	0	0	535465984
sort-sample	3-dbstat	reference_search_parameters	0	0	505294848
sort-sample	3-dbstat	idx_token_search_parameters_system_cover	0	0	437178368
sort-sample	3-dbstat	idx_reference_search_parameters_value_cover	0	0	334376960
sort-sample	3-dbstat	idx_reference_search_parameters_target_cover	0	0	334376960
sort-sample	3-dbstat	composite_search_parameters	0	0	301236224
sort-sample	3-dbstat	idx_token_search_parameters_value_cover	0	0	274096128
sort-sample	3-dbstat	idx_token_search_parameters_owner	0	0	213204992
sort-sample	3-dbstat	idx_reference_search_parameters_identifier_cover	0	0	200986624
sort-sample	3-dbstat	idx_reference_search_parameters_owner	0	0	172322816
sort-sample	3-dbstat	uri_search_parameters	0	0	147775488
sort-sample	3-dbstat	idx_uri_search_parameters_value_cover	0	0	142032896
sort-sample	3-dbstat	quantity_search_parameters	0	0	125968384
sort-sample	3-dbstat	idx_composite_search_parameters_values_cover	0	0	111345664
sort-sample	3-dbstat	date_search_parameters	0	0	104603648
sort-sample	3-dbstat	idx_composite_search_parameters_owner	0	0	68235264
sort-sample	3-dbstat	idx_date_search_parameters_low_cover	0	0	65773568
sort-sample	3-dbstat	idx_date_search_parameters_high_cover	0	0	65773568
sort-sample	3-dbstat	idx_quantity_search_parameters_high_cover	0	0	63029248
sort-sample	3-dbstat	idx_quantity_search_parameters_low_cover	0	0	63025152
sort-sample	3-dbstat	sqlite_autoindex_resources_history_1	0	0	62697472
sort-sample	3-dbstat	sqlite_autoindex_resources_1	0	0	60715008
sort-sample	3-dbstat	idx_uri_search_parameters_owner	0	0	54538240
sort-sample	3-dbstat	idx_date_search_parameters_owner	0	0	53993472
sort-sample	3-dbstat	string_search_parameters	0	0	46714880
sort-sample	3-dbstat	idx_quantity_search_parameters_owner	0	0	42557440
sort-sample	3-dbstat	idx_string_search_parameters_exact_cover	0	0	36909056
sort-sample	3-dbstat	idx_string_search_parameters_value_cover	0	0	36782080
sort-sample	3-dbstat	idx_resources_type_updated	0	0	26107904
sort-sample	3-dbstat	idx_resources_history_type_updated	0	0	26107904
sort-sample	3-dbstat	idx_string_search_parameters_owner	0	0	24670208
sort-sample	3-dbstat	sqlite_schema	0	0	20480
sort-sample	3-dbstat	users	0	0	4096
sort-sample	3-dbstat	sync_resources	0	0	4096
sort-sample	3-dbstat	sqlite_stat1	0	0	4096
sort-sample	3-dbstat	sqlite_sequence	0	0	4096
sort-sample	3-dbstat	sqlite_autoindex_users_1	0	0	4096
sort-sample	3-dbstat	sqlite_autoindex_sync_resources_1	0	0	4096
sort-sample	3-dbstat	sqlite_autoindex_revoked_tokens_1	0	0	4096
sort-sample	3-dbstat	sqlite_autoindex_oauth_clients_1	0	0	4096
sort-sample	3-dbstat	sqlite_autoindex_export_jobs_1	0	0	4096
sort-sample	3-dbstat	sqlite_autoindex_canonical_resources_1	0	0	4096
sort-sample	3-dbstat	sqlite_autoindex_authorization_codes_1	0	0	4096
sort-sample	3-dbstat	special_search_parameters	0	0	4096
sort-sample	3-dbstat	revoked_tokens	0	0	4096
sort-sample	3-dbstat	oauth_clients	0	0	4096
sort-sample	3-dbstat	number_search_parameters	0	0	4096
sort-sample	3-dbstat	logs	0	0	4096
sort-sample	3-dbstat	idx_uri_search_parameters_contained	0	0	4096
sort-sample	3-dbstat	idx_token_search_parameters_contained	0	0	4096
sort-sample	3-dbstat	idx_string_search_parameters_contained	0	0	4096
sort-sample	3-dbstat	idx_special_search_parameters_value_cover	0	0	4096
sort-sample	3-dbstat	idx_special_search_parameters_owner	0	0	4096
sort-sample	3-dbstat	idx_special_search_parameters_contained	0	0	4096
sort-sample	3-dbstat	idx_reference_search_parameters_contained	0	0	4096
sort-sample	3-dbstat	idx_quantity_search_parameters_contained	0	0	4096
sort-sample	3-dbstat	idx_number_search_parameters_owner	0	0	4096
sort-sample	3-dbstat	idx_number_search_parameters_low_cover	0	0	4096
